"호선","상/하행선","요일","전철역코드","외부코드","전철역명","첫차시간","첫차출발역코드","첫차도착역코드","첫차출발역명","첫차도착역명","막차시간","막차출발역코드","막차도착역코드","막차출발역명","막차도착역명"
"01호선","2","2","0152","131","종각","052530","1019","1812","광운대","인천","235730","1909","1701","양주","구로"
"01호선","2","1","1006","139","영등포","050500","1006","1812","영등포","인천","241900","1019","1701","광운대","구로"
"01호선","2","2","1725","P166","성환","053600","1716","1408","병점","신창","240630","1019","1728","광운대","천안"
"01호선","2","1","1726","P167","직산","054030","1716","1408","병점","신창","241030","0158","1728","청량리","천안"
"01호선","1","2","1403","P172","아산","051600","1408","1019","신창","광운대","240100","1408","1728","신창","천안"
"01호선","2","3","1723","P164","평택지제","052430","1716","1408","병점","신창","235500","1019","1728","광운대","천안"
"01호선","1","3","1707","P148","명학","053100","1716","1019","병점","광운대","240900","1749","1701","서동탄","구로"
"01호선","1","2","1719","P160","오산","054100","1728","0158","천안","청량리","241030","1408","1716","신창","병점"
"01호선","2","1","1811","160","동인천","054300","1701","1812","구로","인천","242600","1906","1812","의정부","인천"
"01호선","1","1","1007","140","신도림","050200","1701","1915","구로","동두천","234530","1812","0158","인천","청량리"
"01호선","1","1","1408","P177","신창","050000","1408","1019","신창","광운대","234500","1408","1728","신창","천안"
"01호선","1","1","1912","104","지행","054300","1019","1916","광운대","소요산","241730","1812","1916","인천","소요산"
"01호선","1","1","1804","148","부천","051100","1806","1916","부평","소요산","241330","1812","1701","인천","구로"
"01호선","1","3","1725","P166","성환","051500","1728","0158","천안","청량리","234430","1408","1716","신창","병점"
"01호선","2","1","1706","P147","안양","051800","1701","1728","구로","천안","235400","1019","1749","광운대","서동탄"
"01호선","2","3","1403","P172","아산","055730","1716","1408","병점","신창","233630","0158","1408","청량리","신창"
"01호선","1","2","1723","P164","평택지제","052630","1728","0158","천안","청량리","235600","1408","1716","신창","병점"
"01호선","2","2","1707","P148","명학","052100","1701","1728","구로","천안","235900","1019","1716","광운대","병점"
"01호선","1","1","1911","105","덕정","053800","1019","1916","광운대","소요산","241230","1812","1916","인천","소요산"
"01호선","2","3","1719","P160","오산","051000","1716","1408","병점","신창","234030","1019","1728","광운대","천안"
"01호선","1","3","0154","129","종로5가","052900","1701","1915","구로","동두천","240630","1812","0159","인천","동묘앞"
"01호선","1","1","0155","128","동대문","053100","1701","1915","구로","동두천","245900","0150","0159","서울역","동묘앞"
"01호선","2","3","0156","126","신설동","051530","1019","1812","광운대","인천","234730","1909","1701","양주","구로"
"01호선","2","2","1710","P152","의왕","053130","1701","1728","구로","천안","240930","1019","1716","광운대","병점"
"01호선","2","1","0153","130","종로3가","052330","1019","1812","광운대","인천","245330","0158","0150","청량리","서울역"
"01호선","2","1","1405","P174","배방","053830","1728","1408","천안","신창","240800","0158","1408","청량리","신창"
"01호선","2","1","0157","125","제기동","051330","1019","1812","광운대","인천","244400","0158","0150","청량리","서울역"
"01호선","2","1","0159","127","동묘앞","051730","1019","1812","광운대","인천","244800","0158","0150","청량리","서울역"
"01호선","2","3","1032","138","신길","053300","0150","1749","서울역","서동탄","241530","1909","1701","양주","구로"
"01호선","1","1","1727","P168","두정","050530","1728","0158","천안","청량리","234500","1408","1716","신창","병점"
"01호선","2","1","1712","P154","화서","053730","1701","1728","구로","천안","241400","1019","1749","광운대","서동탄"
"01호선","1","3","1710","P152","의왕","052030","1716","1019","병점","광운대","235830","1749","1701","서동탄","구로"
"01호선","1","2","0156","126","신설동","053500","1701","1915","구로","동두천","240530","1812","1019","인천","광운대"
"01호선","2","2","0154","129","종로5가","052130","1019","1812","광운대","인천","235330","1909","1701","양주","구로"
"01호선","1","1","0152","131","종각","052500","1701","1915","구로","동두천","245300","0150","0159","서울역","동묘앞"
"01호선","1","2","1032","138","신길","050700","1701","1915","구로","동두천","234430","1812","0159","인천","동묘앞"
"01호선","2","1","1801","143","개봉","050430","1701","1812","구로","인천","234730","1906","1812","의정부","인천"
"01호선","1","3","1911","105","덕정","054000","1019","1916","광운대","소요산","240330","1812","1916","인천","소요산"
"01호선","2","1","1719","P160","오산","051000","1716","1408","병점","신창","234000","0158","1728","청량리","천안"
"01호선","2","2","1007","140","신도림","051230","1006","1812","영등포","인천","242030","1909","1701","양주","구로"
"01호선","1","2","1811","160","동인천","050400","1812","1909","인천","양주","233400","1812","1701","인천","구로"
"01호선","1","3","1912","104","지행","054500","1019","1916","광운대","소요산","240830","1812","1916","인천","소요산"
"01호선","1","3","1408","P177","신창","050000","1408","1019","신창","광운대","234500","1408","1728","신창","천안"
"01호선","1","2","1006","139","영등포","050430","1701","1915","구로","동두천","234200","1812","0159","인천","동묘앞"
"01호선","1","1","1725","P166","성환","051500","1728","0158","천안","청량리","235430","1408","1716","신창","병점"
"01호선","1","3","1804","148","부천","051700","1806","1916","부평","소요산","240030","1812","1701","인천","구로"
"01호선","2","3","1706","P147","안양","051800","1701","1728","구로","천안","235600","1019","1716","광운대","병점"
"01호선","1","2","1726","P167","직산","051030","1728","0158","천안","청량리","234000","1408","1716","신창","병점"
"01호선","2","1","1403","P172","아산","053200","1728","1408","천안","신창","240130","0158","1408","청량리","신창"
"01호선","2","1","1723","P164","평택지제","052430","1716","1408","병점","신창","235430","0158","1728","청량리","천안"
"01호선","1","1","1707","P148","명학","053100","1716","1019","병점","광운대","240900","1749","1701","서동탄","구로"
"01호선","2","2","1911","105","덕정","053130","1916","1812","소요산","인천","235330","1916","1019","소요산","광운대"
"01호선","2","3","1811","160","동인천","054300","1701","1812","구로","인천","242600","1916","1812","소요산","인천"
"01호선","1","3","1007","140","신도림","050200","1701","1915","구로","동두천","233930","1812","0159","인천","동묘앞"
"01호선","2","3","1006","139","영등포","051000","1006","1812","영등포","인천","241800","1909","1701","양주","구로"
"01호선","2","2","1912","104","지행","052630","1916","1812","소요산","인천","234830","1916","1019","소요산","광운대"
"01호선","2","2","1804","148","부천","051630","1701","1812","구로","인천","235930","1916","1812","소요산","인천"
"01호선","1","2","1750","P144-1","광명","063000","1750","1006","광명","영등포","231900","1750","1006","광명","영등포"
"01호선","2","3","1726","P167","직산","054030","1716","1408","병점","신창","241100","1019","1728","광운대","천안"
"01호선","1","2","1706","P147","안양","053400","1716","1019","병점","광운대","241200","1749","1701","서동탄","구로"
"01호선","1","3","1822","149","중동","051430","1806","1916","부평","소요산","235800","1812","1701","인천","구로"
"01호선","1","1","1910","106","덕계","053430","1019","1916","광운대","소요산","240900","1812","1916","인천","소요산"
"01호선","2","3","1821","145","온수","051000","1701","1812","구로","인천","235300","1916","1812","소요산","인천"
"01호선","1","1","1407","P176","온양온천","050500","1408","1019","신창","광운대","235000","1408","1728","신창","천안"
"01호선","2","2","1729","P151","당정","052900","1701","1728","구로","천안","240700","1019","1716","광운대","병점"
"01호선","2","3","1720","P161","진위","051330","1716","1408","병점","신창","234400","1019","1728","광운대","천안"
"01호선","1","1","0158","124","청량리","053900","1701","1915","구로","동두천","240900","1728","1019","천안","광운대"
"01호선","2","2","1015","123","회기","050830","1019","1812","광운대","인천","234030","1909","1701","양주","구로"
"01호선","2","1","1901","115","방학","051830","1906","1812","의정부","인천","242130","1916","1019","소요산","광운대"
"01호선","2","2","1822","149","중동","051900","1701","1812","구로","인천","240200","1916","1812","소요산","인천"
"01호선","1","2","1821","145","온수","052330","1806","1916","부평","소요산","240700","1812","1701","인천","구로"
"01호선","1","2","1720","P161","진위","053730","1728","0158","천안","청량리","240700","1408","1716","신창","병점"
"01호선","1","3","1729","P151","당정","052300","1716","1019","병점","광운대","240100","1749","1701","서동탄","구로"
"01호선","1","3","1015","123","회기","054200","1701","1915","구로","동두천","241230","1812","1019","인천","광운대"
"01호선","2","1","1907","109","가능","051030","1909","1812","양주","인천","240630","1916","1019","소요산","광운대"
"01호선","2","1","1914","102","보산","052200","1916","1812","소요산","인천","234400","1916","1019","소요산","광운대"
"01호선","1","3","1814","147","소사","051900","1806","1916","부평","소요산","240230","1812","1701","인천","구로"
"01호선","2","1","1913","103","동두천중앙","052430","1916","1812","소요산","인천","234630","1916","1019","소요산","광운대"
"01호선","2","2","1814","147","소사","051430","1701","1812","구로","인천","235730","1916","1812","소요산","인천"
"01호선","1","1","1716","P157","병점","050300","1716","1019","병점","광운대","234100","1749","1701","서동탄","구로"
"01호선","2","1","1701","141","구로","050000","1701","1728","구로","천안","234300","1906","1812","의정부","인천"
"01호선","2","1","1701","141","구로","050000","1701","1812","구로","인천","234300","1906","1812","의정부","인천"
"01호선","2","1","1715","P156","세류","054400","1701","1728","구로","천안","242030","1019","1749","광운대","서동탄"
"01호선","1","1","1019","119","광운대","050100","1019","1916","광운대","소요산","240830","1812","1906","인천","의정부"
"01호선","2","3","1823","157","도화","053700","1701","1812","구로","인천","242000","1916","1812","소요산","인천"
"01호선","1","2","1705","P146","관악","053700","1716","1019","병점","광운대","241500","1749","1701","서동탄","구로"
"01호선","2","3","1713","P155","수원","054100","1701","1728","구로","천안","241900","1019","1716","광운대","병점"
"01호선","2","2","1906","110","의정부","050900","1906","1812","의정부","인천","240900","1916","1019","소요산","광운대"
"01호선","1","2","1714","P143","독산","054500","1716","1019","병점","광운대","242300","1749","1701","서동탄","구로"
"01호선","1","2","0150","133","서울역","052000","1701","1915","구로","동두천","235730","1812","0159","인천","동묘앞"
"01호선","2","1","1916","100","소요산","051500","1916","1812","소요산","인천","233700","1916","1019","소요산","광운대"
"01호선","2","2","1018","120","석계","050230","1019","1812","광운대","인천","233430","1909","1701","양주","구로"
"01호선","1","3","1717","P158","세마","054800","1728","0158","천안","청량리","241730","1408","1716","신창","병점"
"01호선","2","3","1721","P162","송탄","051700","1716","1408","병점","신창","234730","1019","1728","광운대","천안"
"01호선","2","3","1705","P146","관악","051500","1701","1728","구로","천안","235300","1019","1716","광운대","병점"
"01호선","1","2","1713","P155","수원","051100","1716","1019","병점","광운대","234900","1749","1701","서동탄","구로"
"01호선","1","2","1823","157","도화","051000","1812","1909","인천","양주","234000","1812","1701","인천","구로"
"01호선","1","1","1902","114","도봉","051200","1019","1916","광운대","소요산","241930","1812","1906","인천","의정부"
"01호선","1","3","1906","110","의정부","052430","1019","1916","광운대","소요산","241400","1812","1909","인천","양주"
"01호선","2","1","1704","P145","석수","051230","1701","1728","구로","천안","234830","1019","1749","광운대","서동탄"
"01호선","1","1","1802","144","오류동","052030","1806","1916","부평","소요산","242300","1812","1701","인천","구로"
"01호선","2","3","1714","P143","독산","050700","1701","1728","구로","천안","234500","1019","1716","광운대","병점"
"01호선","2","1","1810","158","제물포","053900","1701","1812","구로","인천","242200","1906","1812","의정부","인천"
"01호선","2","3","0150","133","서울역","052000","0150","1749","서울역","서동탄","240230","1909","1701","양주","구로"
"01호선","1","3","1018","120","석계","054800","1701","1915","구로","동두천","241830","1812","1019","인천","광운대"
"01호선","1","1","1728","P169","천안","050100","1728","0158","천안","청량리","234030","1408","1716","신창","병점"
"01호선","2","2","1717","P158","세마","050300","1716","1408","병점","신창","233330","1019","1728","광운대","천안"
"01호선","1","2","1721","P162","송탄","053400","1728","0158","천안","청량리","240330","1408","1716","신창","병점"
"01호선","2","1","1805","150","송내","052100","1701","1812","구로","인천","240400","1906","1812","의정부","인천"
"01호선","1","1","1401","P170","봉명","052100","1408","1019","신창","광운대","240600","1408","1728","신창","천안"
"01호선","1","2","1402","P171","쌍용","051830","1408","1019","신창","광운대","240330","1408","1728","신창","천안"
"01호선","2","1","1711","P153","성균관대","053430","1701","1728","구로","천안","241100","1019","1749","광운대","서동탄"
"01호선","1","3","1708","P149","금정","052830","1716","1019","병점","광운대","240630","1749","1701","서동탄","구로"
"01호선","1","2","1815","151","부개","051030","1806","1916","부평","소요산","235400","1812","1701","인천","구로"
"01호선","2","2","1004","136","노량진","052900","0150","1749","서울역","서동탄","241130","1909","1701","양주","구로"
"01호선","2","1","1021","117","녹천","050400","1022","1812","창동","인천","242600","1916","1019","소요산","광운대"
"01호선","1","3","1806","152","부평","050800","1806","1916","부평","소요산","235130","1812","1701","인천","구로"
"01호선","2","3","1718","P159","오산대","050600","1716","1408","병점","신창","233630","1019","1728","광운대","천안"
"01호선","2","2","1002","134","남영","052300","0150","1749","서울역","서동탄","240530","1909","1701","양주","구로"
"01호선","2","1","1809","156","주안","053500","1701","1812","구로","인천","241800","1906","1812","의정부","인천"
"01호선","2","3","1402","P171","쌍용","055500","1716","1408","병점","신창","233400","0158","1408","청량리","신창"
"01호선","2","2","1708","P149","금정","052330","1701","1728","구로","천안","240130","1019","1716","광운대","병점"
"01호선","2","1","1017","121","신이문","050500","1019","1812","광운대","인천","233800","1019","1701","광운대","구로"
"01호선","1","1","0151","132","시청","052230","1701","1915","구로","동두천","245030","0150","0159","서울역","동묘앞"
"01호선","2","3","1815","151","부개","052300","1701","1812","구로","인천","240600","1916","1812","소요산","인천"
"01호선","1","1","1816","155","간석","051400","1812","1909","인천","양주","235700","1812","1701","인천","구로"
"01호선","1","1","1005","137","대방","050830","1701","1915","구로","동두천","235200","1812","0158","인천","청량리"
"01호선","2","1","1724","P165","평택","052900","1716","1408","병점","신창","235900","0158","1728","청량리","천안"
"01호선","2","2","1806","152","부평","052530","1701","1812","구로","인천","240830","1916","1812","소요산","인천"
"01호선","1","2","1718","P159","오산대","054500","1728","0158","천안","청량리","241430","1408","1716","신창","병점"
"01호선","1","3","1004","136","노량진","051100","1701","1915","구로","동두천","234830","1812","0159","인천","동묘앞"
"01호선","1","3","1002","134","남영","051700","1701","1915","구로","동두천","235430","1812","0159","인천","동묘앞"
"01호선","2","1","1915","101","동두천","051930","1916","1812","소요산","인천","234130","1916","1019","소요산","광운대"
"01호선","2","3","1807","153","백운","052800","1701","1812","구로","인천","241100","1916","1812","소요산","인천"
"01호선","1","3","1022","116","창동","050930","1019","1916","광운대","소요산","240700","1812","1906","인천","의정부"
"01호선","2","1","1813","142","구일","050230","1701","1812","구로","인천","234530","1906","1812","의정부","인천"
"01호선","1","2","1807","153","백운","051900","1812","1909","인천","양주","234900","1812","1701","인천","구로"
"01호선","1","1","1903","113","도봉산","051400","1019","1916","광운대","소요산","242130","1812","1906","인천","의정부"
"01호선","2","2","1022","116","창동","052400","1906","1812","의정부","인천","242400","1916","1019","소요산","광운대"
"01호선","1","2","1812","161","인천","050000","1812","1909","인천","양주","233000","1812","1701","인천","구로"
"01호선","2","1","1709","P150","군포","052630","1701","1728","구로","천안","240300","1019","1749","광운대","서동탄"
"01호선","2","3","1703","P144","금천구청","050930","1701","1728","구로","천안","234730","1019","1716","광운대","병점"
"01호선","2","2","1808","154","동암","053030","1701","1812","구로","인천","241330","1916","1812","소요산","인천"
"01호선","1","3","1909","107","양주","053130","1019","1916","광운대","소요산","235500","1812","1916","인천","소요산"
"01호선","2","3","1803","146","역곡","051200","1701","1812","구로","인천","235500","1916","1812","소요산","인천"
"01호선","2","1","1020","118","월계","050630","1022","1812","창동","인천","242830","1916","1019","소요산","광운대"
"01호선","2","3","1722","P163","서정리","052000","1716","1408","병점","신창","235030","1019","1728","광운대","천안"
"01호선","1","2","1404","P173","탕정","051300","1408","1019","신창","광운대","235800","1408","1728","신창","천안"
"01호선","1","2","1702","P142","가산디지털단지","054730","1716","1019","병점","광운대","242530","1749","1701","서동탄","구로"
"01호선","1","3","1016","122","외대앞","054400","1701","1915","구로","동두천","241430","1812","1019","인천","광운대"
"01호선","2","1","1904","112","망월사","051130","1906","1812","의정부","인천","241430","1916","1019","소요산","광운대"
"01호선","2","1","1905","111","회룡","050900","1906","1812","의정부","인천","241200","1916","1019","소요산","광운대"
"01호선","1","2","1703","P144","금천구청","054230","1716","1019","병점","광운대","242030","1749","1701","서동탄","구로"
"01호선","2","1","1908","108","녹양","050830","1909","1812","양주","인천","240430","1916","1019","소요산","광운대"
"01호선","1","3","1808","154","동암","051630","1812","1909","인천","양주","234630","1812","1701","인천","구로"
"01호선","1","2","1803","146","역곡","052130","1806","1916","부평","소요산","240500","1812","1701","인천","구로"
"01호선","2","2","1909","107","양주","051500","1909","1812","양주","인천","240200","1916","1019","소요산","광운대"
"01호선","2","1","1003","135","용산","052530","0150","1749","서울역","서동탄","240900","1019","1701","광운대","구로"
"01호선","1","2","1722","P163","서정리","053100","1728","0158","천안","청량리","240030","1408","1716","신창","병점"
"01호선","2","3","1404","P173","탕정","060030","1716","1408","병점","신창","233930","0158","1408","청량리","신창"
"01호선","2","1","1817","159","도원","054100","1701","1812","구로","인천","242400","1906","1812","의정부","인천"
"01호선","2","3","1702","P142","가산디지털단지","050430","1701","1728","구로","천안","234230","1019","1716","광운대","병점"
"01호선","2","2","1016","122","외대앞","050630","1019","1812","광운대","인천","233830","1909","1701","양주","구로"
"01호선","1","2","1910","106","덕계","053630","1019","1916","광운대","소요산","240000","1812","1916","인천","소요산"
"01호선","1","3","1901","115","방학","051200","1019","1916","광운대","소요산","240930","1812","1906","인천","의정부"
"01호선","2","1","1015","123","회기","050830","1019","1812","광운대","인천","234130","1019","1701","광운대","구로"
"01호선","1","2","0158","124","청량리","053900","1701","1915","구로","동두천","240930","1812","1019","인천","광운대"
"01호선","1","3","1907","109","가능","052700","1019","1916","광운대","소요산","241630","1812","1909","인천","양주"
"01호선","2","1","1729","P151","당정","052830","1701","1728","구로","천안","240500","1019","1749","광운대","서동탄"
"01호선","1","2","1407","P176","온양온천","050500","1408","1019","신창","광운대","235000","1408","1728","신창","천안"
"01호선","1","1","1821","145","온수","051730","1806","1916","부평","소요산","242000","1812","1701","인천","구로"
"01호선","2","3","1910","106","덕계","053500","1916","1812","소요산","인천","235700","1916","1019","소요산","광운대"
"01호선","2","1","1822","149","중동","051900","1701","1812","구로","인천","240200","1906","1812","의정부","인천"
"01호선","2","2","1901","115","방학","052130","1906","1812","의정부","인천","242130","1916","1019","소요산","광운대"
"01호선","2","2","1907","109","가능","051930","1909","1812","양주","인천","240630","1916","1019","소요산","광운대"
"01호선","2","3","0158","124","청량리","051130","1019","1812","광운대","인천","234330","1909","1701","양주","구로"
"01호선","1","1","1720","P161","진위","053730","1728","0158","천안","청량리","241700","1408","1716","신창","병점"
"01호선","2","3","1407","P176","온양온천","060830","1716","1408","병점","신창","234730","0158","1408","청량리","신창"
"01호선","1","3","1701","141","구로","050000","1701","1915","구로","동두천","233730","1812","0159","인천","동묘앞"
"01호선","2","3","1716","P157","병점","050000","1716","1408","병점","신창","241600","0158","1749","청량리","서동탄"
"01호선","2","2","1914","102","보산","052200","1916","1812","소요산","인천","234400","1916","1019","소요산","광운대"
"01호선","2","3","1019","119","광운대","050000","1019","1812","광운대","인천","233200","1909","1701","양주","구로"
"01호선","2","2","1913","103","동두천중앙","052430","1916","1812","소요산","인천","234630","1916","1019","소요산","광운대"
"01호선","1","3","1715","P156","세류","050730","1716","1019","병점","광운대","234530","1749","1701","서동탄","구로"
"01호선","2","2","1701","141","구로","050000","1701","1728","구로","천안","234300","1916","1812","소요산","인천"
"01호선","2","2","1701","141","구로","050000","1701","1812","구로","인천","234300","1916","1812","소요산","인천"
"01호선","1","2","1716","P157","병점","050300","1716","1019","병점","광운대","234100","1749","1701","서동탄","구로"
"01호선","2","1","1814","147","소사","051430","1701","1812","구로","인천","235730","1906","1812","의정부","인천"
"01호선","1","3","1914","102","보산","054930","1019","1916","광운대","소요산","241300","1812","1916","인천","소요산"
"01호선","1","2","1019","119","광운대","050300","1019","1916","광운대","소요산","240030","1812","1906","인천","의정부"
"01호선","2","2","1715","P156","세류","054430","1701","1728","구로","천안","242230","1019","1716","광운대","병점"
"01호선","1","3","1913","103","동두천중앙","054700","1019","1916","광운대","소요산","241030","1812","1916","인천","소요산"
"01호선","2","2","0153","130","종로3가","052330","1019","1812","광운대","인천","235530","1909","1701","양주","구로"
"01호선","2","3","0152","131","종각","052530","1019","1812","광운대","인천","235730","1909","1701","양주","구로"
"01호선","2","1","1710","P152","의왕","053100","1701","1728","구로","천안","240730","1019","1749","광운대","서동탄"
"01호선","1","2","0155","128","동대문","053100","1701","1915","구로","동두천","240830","1812","0159","인천","동묘앞"
"01호선","1","3","1712","P154","화서","051400","1716","1019","병점","광운대","235200","1749","1701","서동탄","구로"
"01호선","1","3","1801","143","개봉","052900","1806","1916","부평","소요산","241230","1812","1701","인천","구로"
"01호선","1","2","1727","P168","두정","050530","1728","0158","천안","청량리","233500","1408","1716","신창","병점"
"01호선","2","2","0159","127","동묘앞","051730","1019","1812","광운대","인천","234930","1909","1701","양주","구로"
"01호선","2","2","0157","125","제기동","051330","1019","1812","광운대","인천","234530","1909","1701","양주","구로"
"01호선","2","2","1405","P174","배방","060400","1716","1408","병점","신창","234300","0158","1408","청량리","신창"
"01호선","1","2","0152","131","종각","052500","1701","1915","구로","동두천","240230","1812","0159","인천","동묘앞"
"01호선","1","3","0153","130","종로3가","052700","1701","1915","구로","동두천","240430","1812","0159","인천","동묘앞"
"01호선","2","1","0154","129","종로5가","052130","1019","1812","광운대","인천","245130","0158","0150","청량리","서울역"
"01호선","1","1","0156","126","신설동","053500","1701","1915","구로","동두천","241830","1812","0158","인천","청량리"
"01호선","2","3","0155","128","동대문","051930","1019","1812","광운대","인천","235130","1909","1701","양주","구로"
"01호선","2","2","1712","P154","화서","053800","1701","1728","구로","천안","241600","1019","1716","광운대","병점"
"01호선","2","3","1727","P168","두정","054530","1716","1408","병점","신창","241600","1019","1728","광운대","천안"
"01호선","2","2","1801","143","개봉","050430","1701","1812","구로","인천","234730","1916","1812","소요산","인천"
"01호선","1","3","0159","127","동묘앞","053300","1701","1915","구로","동두천","240330","1812","1019","인천","광운대"
"01호선","1","1","1032","138","신길","050700","1701","1915","구로","동두천","235030","1812","0158","인천","청량리"
"01호선","1","3","0157","125","제기동","053700","1701","1915","구로","동두천","240730","1812","1019","인천","광운대"
"01호선","1","3","1405","P174","배방","050930","1408","1019","신창","광운대","235430","1408","1728","신창","천안"
"01호선","1","1","1811","160","동인천","050400","1812","1909","인천","양주","234700","1812","1701","인천","구로"
"01호선","2","1","1007","140","신도림","050730","1006","1812","영등포","인천","242130","1019","1701","광운대","구로"
"01호선","2","2","1719","P160","오산","051000","1716","1408","병점","신창","234030","1019","1728","광운대","천안"
"01호선","2","3","1707","P148","명학","052100","1701","1728","구로","천안","235900","1019","1716","광운대","병점"
"01호선","1","3","1723","P164","평택지제","052630","1728","0158","천안","청량리","235600","1408","1716","신창","병점"
"01호선","2","2","1403","P172","아산","055730","1716","1408","병점","신창","233630","0158","1408","청량리","신창"
"01호선","1","1","1726","P167","직산","051030","1728","0158","천안","청량리","235000","1408","1716","신창","병점"
"01호선","1","2","1725","P166","성환","051500","1728","0158","천안","청량리","234430","1408","1716","신창","병점"
"01호선","1","1","1006","139","영등포","050430","1701","1915","구로","동두천","234800","1812","0158","인천","청량리"
"01호선","1","3","1719","P160","오산","054100","1728","0158","천안","청량리","241030","1408","1716","신창","병점"
"01호선","2","1","1911","105","덕정","053130","1916","1812","소요산","인천","235330","1916","1019","소요산","광운대"
"01호선","1","2","1707","P148","명학","053100","1716","1019","병점","광운대","240900","1749","1701","서동탄","구로"
"01호선","2","2","1723","P164","평택지제","052430","1716","1408","병점","신창","235500","1019","1728","광운대","천안"
"01호선","1","3","1403","P172","아산","051600","1408","1019","신창","광운대","240100","1408","1728","신창","천안"
"01호선","1","1","1706","P147","안양","053400","1716","1019","병점","광운대","241200","1749","1701","서동탄","구로"
"01호선","2","3","1725","P166","성환","053600","1716","1408","병점","신창","240630","1019","1728","광운대","천안"
"01호선","1","1","1750","P144-1","광명","063000","1750","1006","광명","영등포","231900","1750","1006","광명","영등포"
"01호선","2","1","1804","148","부천","051630","1701","1812","구로","인천","235930","1906","1812","의정부","인천"
"01호선","2","1","1912","104","지행","052630","1916","1812","소요산","인천","234830","1916","1019","소요산","광운대"
"01호선","2","3","1903","113","도봉산","051730","1906","1812","의정부","인천","241730","1916","1019","소요산","광운대"
"01호선","1","3","1709","P150","군포","052500","1716","1019","병점","광운대","240300","1749","1701","서동탄","구로"
"01호선","2","2","1813","142","구일","050230","1701","1812","구로","인천","234530","1916","1812","소요산","인천"
"01호선","2","1","1022","116","창동","050200","1022","1812","창동","인천","242400","1916","1019","소요산","광운대"
"01호선","1","2","1903","113","도봉산","051600","1019","1916","광운대","소요산","241330","1812","1906","인천","의정부"
"01호선","1","1","1807","153","백운","051900","1812","1909","인천","양주","240200","1812","1701","인천","구로"
"01호선","2","2","1709","P150","군포","052700","1701","1728","구로","천안","240500","1019","1716","광운대","병점"
"01호선","1","3","1813","142","구일","053100","1806","1916","부평","소요산","241430","1812","1701","인천","구로"
"01호선","1","1","1812","161","인천","050000","1812","1909","인천","양주","234300","1812","1701","인천","구로"
"01호선","1","3","1817","159","도원","050600","1812","1909","인천","양주","233600","1812","1701","인천","구로"
"01호선","1","1","1404","P173","탕정","051300","1408","1019","신창","광운대","235800","1408","1728","신창","천안"
"01호선","1","3","1003","135","용산","051430","1701","1915","구로","동두천","235200","1812","0159","인천","동묘앞"
"01호선","2","2","1020","118","월계","052830","1906","1812","의정부","인천","242830","1916","1019","소요산","광운대"
"01호선","1","3","1905","111","회룡","052130","1019","1916","광운대","소요산","241900","1812","1906","인천","의정부"
"01호선","2","1","1808","154","동암","053030","1701","1812","구로","인천","241330","1906","1812","의정부","인천"
"01호선","1","3","1908","108","녹양","052900","1019","1916","광운대","소요산","241830","1812","1909","인천","양주"
"01호선","2","2","1904","112","망월사","051430","1906","1812","의정부","인천","241430","1916","1019","소요산","광운대"
"01호선","1","1","1702","P142","가산디지털단지","054730","1716","1019","병점","광운대","242530","1749","1701","서동탄","구로"
"01호선","2","2","1817","159","도원","054100","1701","1812","구로","인천","242400","1916","1812","소요산","인천"
"01호선","1","1","1722","P163","서정리","053100","1728","0158","천안","청량리","241030","1408","1716","신창","병점"
"01호선","2","2","1003","135","용산","052530","0150","1749","서울역","서동탄","240800","1909","1701","양주","구로"
"01호선","2","1","1909","107","양주","050600","1909","1812","양주","인천","240200","1916","1019","소요산","광운대"
"01호선","1","3","1020","118","월계","050500","1019","1916","광운대","소요산","240230","1812","1906","인천","의정부"
"01호선","1","1","1803","146","역곡","051530","1806","1916","부평","소요산","241800","1812","1701","인천","구로"
"01호선","2","2","1908","108","녹양","051730","1909","1812","양주","인천","240430","1916","1019","소요산","광운대"
"01호선","1","1","1703","P144","금천구청","054230","1716","1019","병점","광운대","242030","1749","1701","서동탄","구로"
"01호선","2","2","1905","111","회룡","051200","1906","1812","의정부","인천","241200","1916","1019","소요산","광운대"
"01호선","2","1","1016","122","외대앞","050630","1019","1812","광운대","인천","233930","1019","1701","광운대","구로"
"01호선","1","3","1904","112","망월사","051900","1019","1916","광운대","소요산","241630","1812","1906","인천","의정부"
"01호선","1","3","1704","P145","석수","053930","1716","1019","병점","광운대","241730","1749","1701","서동탄","구로"
"01호선","1","3","1810","158","제물포","050800","1812","1909","인천","양주","233800","1812","1701","인천","구로"
"01호선","1","1","1714","P143","독산","054500","1716","1019","병점","광운대","242300","1749","1701","서동탄","구로"
"01호선","2","3","1802","144","오류동","050700","1701","1812","구로","인천","235000","1916","1812","소요산","인천"
"01호선","2","1","1906","110","의정부","050600","1906","1812","의정부","인천","240900","1916","1019","소요산","광운대"
"01호선","2","3","1902","114","도봉","051930","1906","1812","의정부","인천","241930","1916","1019","소요산","광운대"
"01호선","1","1","1705","P146","관악","053700","1716","1019","병점","광운대","241500","1749","1701","서동탄","구로"
"01호선","2","3","1728","P169","천안","055000","1716","1408","병점","신창","232900","0158","1408","청량리","신창"
"01호선","2","1","1018","120","석계","050230","1019","1812","광운대","인천","233530","1019","1701","광운대","구로"
"01호선","2","2","1916","100","소요산","051500","1916","1812","소요산","인천","233700","1916","1019","소요산","광운대"
